l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
7783,76898,1913,1,47,88119.83,0.01,0,A,F,1/30/1992,3/31/1992,2/23/1992,DELIVER IN PERSON,REG AIR,cross the quickly permanent req
7783,15689,8191,2,48,77024.64,0.08,0,A,F,3/2/1992,3/3/1992,3/29/1992,COLLECT COD,MAIL, requests c
7783,70317,5332,3,38,48917.78,0.04,0.04,R,F,4/10/1992,3/1/1992,5/8/1992,TAKE BACK RETURN,FOB,furiously. carefully ironic the
7808,191929,1930,1,38,76794.96,0.06,0,N,O,2/1/1996,3/14/1996,2/24/1996,NONE,TRUCK,ffily ironic frays snooze blithely fluffil
7809,96610,4138,1,6,9639.66,0.04,0.02,N,O,10/13/1996,12/20/1996,10/20/1996,COLLECT COD,MAIL,ideas use carefully. furiously even excu
7809,120179,2692,2,24,28780.08,0,0.06,N,O,1/7/1997,12/14/1996,1/15/1997,COLLECT COD,FOB,ependencies. carefully r
7809,46265,3778,3,16,19380.16,0.08,0.01,N,O,11/11/1996,12/15/1996,11/25/1996,DELIVER IN PERSON,SHIP,even attainments a
7810,33894,3895,1,23,42041.47,0.03,0.03,N,O,6/29/1997,4/25/1997,7/29/1997,DELIVER IN PERSON,FOB,refully final requests wake blithely. 
7810,56099,8605,2,12,12661.08,0.07,0,N,O,3/21/1997,6/1/1997,4/5/1997,DELIVER IN PERSON,FOB,ly unusual theodolites
7810,47889,2898,3,37,67964.56,0.09,0.08,N,O,5/2/1997,4/27/1997,5/28/1997,TAKE BACK RETURN,RAIL,"ial, even ac"
7810,68239,5758,4,12,14486.76,0.04,0.05,N,O,4/29/1997,4/9/1997,4/30/1997,NONE,TRUCK,nding packages use. b
7810,77802,2817,5,42,74751.6,0,0,N,O,6/27/1997,4/26/1997,6/30/1997,NONE,FOB,es. quickly careful pains integ
7811,15511,3015,1,29,41368.79,0.01,0.05,N,O,5/26/1996,5/4/1996,6/16/1996,TAKE BACK RETURN,SHIP, the furiously special packages. furiou
7811,77713,221,2,6,10144.26,0.01,0,N,O,5/31/1996,6/12/1996,6/19/1996,DELIVER IN PERSON,RAIL,wake slyly. sly t
7811,121115,1116,3,7,7952.77,0,0.03,N,O,4/25/1996,6/3/1996,5/23/1996,DELIVER IN PERSON,REG AIR,nic theodolites are blithely above th
7811,177076,2111,4,28,32285.96,0.1,0.02,N,O,7/17/1996,4/20/1996,7/24/1996,NONE,FOB,ests boost slyly. quickly thin deco
7811,114566,9589,5,12,18966.72,0.08,0.08,N,O,5/30/1996,5/13/1996,6/13/1996,DELIVER IN PERSON,MAIL,"deposits. bold, unusu"
7811,106980,2001,6,18,35765.64,0.09,0.07,N,O,4/12/1996,5/11/1996,4/28/1996,COLLECT COD,RAIL,uickly express
7812,77602,2617,1,11,17375.6,0.02,0,N,O,7/11/1995,7/1/1995,8/1/1995,COLLECT COD,TRUCK,equests after the slyly
7812,55810,3326,2,29,51208.49,0.1,0,N,O,7/11/1995,6/3/1995,7/17/1995,TAKE BACK RETURN,FOB,ggle furiously alon
7812,186802,1839,3,47,88773.6,0.01,0,N,O,6/18/1995,7/20/1995,6/24/1995,DELIVER IN PERSON,REG AIR,structions cajole furiously. express
7812,164496,2045,4,27,42133.23,0.04,0.01,N,O,6/19/1995,7/5/1995,7/13/1995,DELIVER IN PERSON,SHIP,ding to the sometimes pending foxes. ca
7812,69138,6657,5,46,50927.98,0.05,0.04,A,F,5/2/1995,6/13/1995,5/17/1995,TAKE BACK RETURN,MAIL, requests. blithely pending pinto
7812,192136,4656,6,28,34387.64,0.06,0.08,A,F,5/20/1995,7/3/1995,6/14/1995,DELIVER IN PERSON,FOB,althy ideas. blithely ironic deposits wake 
7813,30160,5167,1,25,27254,0.09,0.07,A,F,4/22/1994,5/4/1994,5/22/1994,NONE,MAIL,tween the carefully even deposi
7813,85642,8151,2,21,34180.44,0.07,0.07,R,F,3/21/1994,3/14/1994,3/26/1994,TAKE BACK RETURN,MAIL,g to the blithely pending deposits. de
7814,107107,9618,1,23,25624.3,0,0.04,N,O,8/3/1995,9/23/1995,8/12/1995,NONE,RAIL,ckly pending tithes nag q
7815,6856,6857,1,23,40545.55,0.03,0.04,R,F,4/4/1994,2/22/1994,4/15/1994,NONE,TRUCK,along the daringly even accounts. slyly ev
7840,186841,9360,1,14,26989.76,0.07,0.05,A,F,4/21/1995,3/9/1995,5/15/1995,TAKE BACK RETURN,MAIL,players use furiously. slyly expre
7840,21526,1527,2,13,18817.76,0.1,0,R,F,3/22/1995,3/20/1995,4/15/1995,DELIVER IN PERSON,TRUCK,"ld, bold platelets. flu"
7840,171683,9235,3,47,82469.96,0.04,0,R,F,5/3/1995,3/25/1995,5/6/1995,NONE,RAIL,"he unusual, final accounts. excuses hagg"
7840,63419,938,4,34,47001.94,0.04,0.03,A,F,4/30/1995,2/16/1995,5/8/1995,NONE,TRUCK,nstructions sle
7841,9481,6982,1,48,66743.04,0.06,0.06,A,F,7/10/1992,7/25/1992,8/7/1992,COLLECT COD,RAIL,to beans are 
7841,139164,9165,2,4,4812.64,0.05,0.03,R,F,8/27/1992,7/24/1992,9/19/1992,DELIVER IN PERSON,MAIL,ts cajole quickly abov
7841,117702,214,3,9,15477.3,0.08,0.03,A,F,8/22/1992,7/9/1992,9/3/1992,DELIVER IN PERSON,FOB,ost about the quickly iro
7841,16885,9387,4,47,84688.36,0.06,0.04,A,F,6/29/1992,7/12/1992,7/28/1992,TAKE BACK RETURN,RAIL,into beans; quickly silen
7841,179636,2154,5,36,61762.68,0.09,0.07,R,F,6/7/1992,7/6/1992,6/24/1992,NONE,TRUCK,eodolites cajole against the c
7841,127076,7077,6,37,40813.59,0.04,0,R,F,6/4/1992,8/2/1992,6/11/1992,NONE,FOB,ully regular deposits acc
7842,34149,4150,1,7,7581.98,0.02,0.02,R,F,12/5/1994,11/26/1994,12/9/1994,NONE,RAIL,cial instructions. qui
7842,128423,5960,2,42,60959.64,0.02,0.08,R,F,1/6/1995,12/11/1994,2/3/1995,COLLECT COD,TRUCK,e of the packages wake across the 
7842,598,599,3,5,7492.95,0.09,0,A,F,12/19/1994,11/4/1994,1/1/1995,NONE,MAIL,grow quickly requests? a
7842,48603,3612,4,21,32583.6,0.01,0.04,A,F,12/19/1994,12/12/1994,12/21/1994,NONE,MAIL,eas integrate across the fi
7843,125785,3322,1,8,14486.24,0.02,0.05,N,O,9/18/1995,7/23/1995,9/20/1995,TAKE BACK RETURN,SHIP,ic packages. carefull
7843,51821,9337,2,46,81549.72,0.02,0.06,N,O,6/18/1995,7/21/1995,6/28/1995,DELIVER IN PERSON,SHIP, pinto beans. fur
7843,149223,4252,3,15,19083.3,0.01,0.07,N,O,7/13/1995,8/12/1995,8/11/1995,COLLECT COD,SHIP,uriously unusual de
7843,186533,9052,4,7,11336.71,0.01,0.05,N,O,8/3/1995,7/9/1995,8/13/1995,NONE,RAIL,he carefully
7843,50044,5055,5,27,26839.08,0.04,0.06,N,O,9/20/1995,8/11/1995,10/17/1995,DELIVER IN PERSON,RAIL,ges agains
7843,79262,4277,6,35,43444.1,0.1,0,N,O,6/24/1995,7/24/1995,6/26/1995,COLLECT COD,MAIL,ter the final accounts. regu
7844,191703,6742,1,38,68198.6,0.05,0.03,N,O,10/1/1996,10/19/1996,10/20/1996,NONE,RAIL,xpress deposi
7844,142226,7255,2,6,7609.32,0.07,0.06,N,O,9/21/1996,12/3/1996,10/8/1996,NONE,FOB, blithely s
7844,177821,339,3,26,49369.32,0.04,0.07,N,O,10/29/1996,11/1/1996,11/7/1996,NONE,AIR,ithely eve
7845,180779,780,1,49,91128.73,0.03,0.04,R,F,12/26/1994,1/28/1995,1/25/1995,COLLECT COD,RAIL,ns wake again
7845,142756,299,2,1,1798.75,0.05,0.06,R,F,4/8/1995,2/15/1995,4/19/1995,TAKE BACK RETURN,REG AIR,he slyly final excuses. 
7845,93521,3522,3,39,59066.28,0,0.05,R,F,4/9/1995,3/1/1995,4/28/1995,COLLECT COD,MAIL,egrate blit
7845,192500,5020,4,14,22295,0.04,0.07,R,F,2/14/1995,1/18/1995,3/14/1995,COLLECT COD,AIR,kindle slyly fluffily sp
7845,130988,3502,5,9,18170.82,0.1,0.05,R,F,12/23/1994,2/16/1995,1/21/1995,COLLECT COD,TRUCK, platelets 
7846,83166,5675,1,13,14939.08,0.05,0.08,N,O,10/15/1995,9/18/1995,10/28/1995,TAKE BACK RETURN,TRUCK,ily regular pinto beans. ironically fin
7846,167377,7378,2,2,2888.74,0.01,0.05,N,O,7/31/1995,9/1/1995,8/4/1995,COLLECT COD,REG AIR,ggle slyly. carefully regul
7846,89509,2018,3,20,29970,0.01,0.01,N,O,10/15/1995,9/16/1995,10/17/1995,COLLECT COD,MAIL,ly special requests after the slyly b
7846,163035,5552,4,39,42823.17,0.05,0.06,N,O,7/7/1995,9/20/1995,7/12/1995,NONE,RAIL,y. carefully ironic dependencies i
7846,113975,6487,5,7,13922.79,0.08,0.05,N,O,7/21/1995,8/19/1995,8/17/1995,TAKE BACK RETURN,AIR,hang according to the even packages
7847,169101,9102,1,44,51484.4,0.1,0,N,O,7/11/1995,9/22/1995,8/2/1995,COLLECT COD,SHIP,pending excuses cajole furiously 
7847,73166,3167,2,9,10252.44,0.09,0.06,N,O,10/23/1995,10/1/1995,11/1/1995,TAKE BACK RETURN,RAIL,efully ironic requests sleep. carefully ev
7847,99842,7370,3,32,58938.88,0.1,0.07,N,O,10/26/1995,10/1/1995,11/18/1995,DELIVER IN PERSON,SHIP,beans. caref
7872,190502,5541,1,6,9555,0.08,0.03,R,F,12/5/1992,1/1/1993,12/19/1992,DELIVER IN PERSON,FOB,. carefully even packages sleep above th
7872,151448,6479,2,22,32987.68,0.07,0.01,A,F,1/10/1993,12/16/1992,1/31/1993,DELIVER IN PERSON,RAIL,its against the quickly ironic foxes haggl
7872,183073,5592,3,19,21965.33,0.02,0.04,A,F,2/9/1993,1/16/1993,3/5/1993,TAKE BACK RETURN,SHIP,he platelets sublate care
7872,95761,8271,4,27,47432.52,0.08,0.03,A,F,2/9/1993,1/6/1993,2/20/1993,COLLECT COD,FOB,ffix aroun
7872,46810,9315,5,27,47433.87,0.01,0.04,R,F,1/11/1993,12/20/1992,1/28/1993,NONE,AIR,kages cajole furiousl
7873,16902,6903,1,1,1818.9,0.09,0.02,A,F,8/24/1992,9/18/1992,9/13/1992,DELIVER IN PERSON,AIR,among the blithely unusual dependenci
7873,63136,3137,2,29,31874.77,0.09,0.03,A,F,7/8/1992,9/11/1992,7/24/1992,TAKE BACK RETURN,TRUCK,"s. unusual, final theodo"
7873,125606,5607,3,47,76685.2,0.04,0.06,R,F,7/14/1992,9/1/1992,7/27/1992,NONE,RAIL,hrash fluffily? furiously ironic a
7873,45713,722,4,9,14928.39,0.08,0.06,R,F,9/15/1992,8/26/1992,10/1/1992,COLLECT COD,RAIL,ets dazzle-- fi
7873,84797,4798,5,40,71271.6,0.05,0.01,R,F,8/24/1992,9/21/1992,9/1/1992,NONE,MAIL,lyly pending instruction
7873,182278,9833,6,42,57131.34,0.01,0.08,A,F,8/22/1992,8/26/1992,9/20/1992,NONE,REG AIR,iresias use care
7874,183372,8409,1,10,14553.7,0.08,0.04,N,O,10/11/1998,8/16/1998,11/7/1998,COLLECT COD,AIR,quickly regular asymptotes 
7874,124208,6721,2,29,35733.8,0.01,0.07,N,O,6/29/1998,8/27/1998,7/9/1998,NONE,AIR,"ously daring instructions use even, "
7874,154615,2161,3,15,25044.15,0.04,0.07,N,O,7/11/1998,9/14/1998,7/24/1998,COLLECT COD,REG AIR,d accounts cajole f
7874,4477,4478,4,35,48351.45,0.03,0.08,N,O,10/17/1998,8/31/1998,11/13/1998,COLLECT COD,RAIL,gle up the regular pinto beans. 
7874,28339,3344,5,2,2534.66,0.07,0.03,N,O,10/12/1998,8/12/1998,10/19/1998,NONE,SHIP,platelets 
7874,86600,4125,6,2,3173.2,0.1,0.02,N,O,8/4/1998,8/11/1998,8/15/1998,COLLECT COD,FOB,y. carefully silent accounts boost even
7874,71728,1729,7,2,3399.44,0.08,0.07,N,O,8/6/1998,8/11/1998,8/15/1998,NONE,MAIL,are special theodolites
7875,119750,2262,1,31,54862.25,0.1,0.07,R,F,4/13/1993,4/11/1993,4/19/1993,COLLECT COD,REG AIR,es. frays boost blithely. blithely final ac
7875,33619,1129,2,16,24841.76,0,0.03,A,F,2/17/1993,4/20/1993,3/9/1993,NONE,REG AIR, dependencies.
7875,33125,8132,3,32,33859.84,0.05,0,A,F,3/19/1993,4/24/1993,4/4/1993,NONE,RAIL,d instructions. qu
7875,128736,8737,4,34,60000.82,0.03,0,R,F,3/19/1993,5/7/1993,4/3/1993,COLLECT COD,RAIL," haggle requests. busy, express requ"
7876,156372,3918,1,37,52849.69,0.1,0.02,N,O,10/17/1996,10/18/1996,11/6/1996,TAKE BACK RETURN,TRUCK,y ironic pa
7876,137070,4610,2,42,46496.94,0.06,0.05,N,O,10/5/1996,11/2/1996,10/16/1996,TAKE BACK RETURN,REG AIR,ajole fluffily. patterns h
7877,22206,9713,1,10,11282,0.06,0,N,O,4/27/1996,5/2/1996,5/12/1996,TAKE BACK RETURN,RAIL,ep about the slyly final 
7877,8491,3492,2,46,64376.54,0.07,0.07,N,O,7/3/1996,5/28/1996,7/28/1996,NONE,MAIL,eep slyly agains
7877,95682,3210,3,38,63751.84,0.06,0.06,N,O,4/15/1996,5/31/1996,4/28/1996,DELIVER IN PERSON,REG AIR,lly after the slyly 
7877,120200,2713,4,21,25624.2,0.04,0.06,N,O,4/28/1996,4/12/1996,5/9/1996,DELIVER IN PERSON,AIR,old requests; sometime
7877,192516,5036,5,50,80425.5,0.03,0.04,N,O,5/6/1996,5/22/1996,5/26/1996,NONE,FOB,tions use sly 
7877,12128,7131,6,15,15601.8,0.01,0.03,N,O,4/8/1996,5/24/1996,4/11/1996,NONE,REG AIR,ns cajole around the unusual pack
7877,34560,4561,7,27,40353.12,0.03,0,N,O,6/28/1996,5/30/1996,7/14/1996,TAKE BACK RETURN,REG AIR,bold ideas. blithe
7878,46005,6006,1,32,30432,0.09,0.04,N,F,6/11/1995,7/11/1995,6/18/1995,DELIVER IN PERSON,MAIL,. slyly regu
7878,4935,9936,2,8,14719.44,0.03,0.02,R,F,5/22/1995,6/2/1995,6/4/1995,COLLECT COD,FOB,even requests use quickly. quickly unusual 
7878,138632,3659,3,46,76848.98,0.07,0.03,N,O,8/13/1995,7/13/1995,9/10/1995,TAKE BACK RETURN,SHIP,thely regular theodolites sleep slyly acr
7878,185192,5193,4,45,57473.55,0.07,0.05,R,F,5/5/1995,7/24/1995,5/29/1995,DELIVER IN PERSON,RAIL,ironic packages. blithely
7878,109147,4168,5,42,48557.88,0,0.03,N,O,6/23/1995,7/14/1995,7/16/1995,DELIVER IN PERSON,TRUCK,es print quickly. slyly spec
7879,148177,8178,1,34,41655.78,0.04,0.05,R,F,10/27/1994,9/27/1994,10/30/1994,NONE,SHIP,riously express pinto b
7879,7429,9930,2,33,44101.86,0.07,0.02,R,F,8/7/1994,9/3/1994,8/16/1994,COLLECT COD,MAIL,ages. slyly special platelets are bl
7879,51967,1968,3,37,71001.52,0.08,0,R,F,10/10/1994,9/2/1994,10/14/1994,COLLECT COD,MAIL, pending foxes nag quickly among the care
7879,3199,3200,4,30,33065.7,0.01,0.05,R,F,10/18/1994,10/23/1994,10/22/1994,DELIVER IN PERSON,TRUCK,dle accounts about the even foxes cajo
7904,87055,2072,1,41,42724.05,0.09,0.06,R,F,8/15/1993,7/2/1993,8/20/1993,DELIVER IN PERSON,AIR,ven requests along the pen
7904,126286,8799,2,26,34119.28,0.01,0.08,R,F,9/1/1993,7/18/1993,9/21/1993,TAKE BACK RETURN,REG AIR,refully ironic es
7905,169239,6788,1,45,58870.35,0.1,0.04,R,F,9/20/1994,9/1/1994,9/30/1994,DELIVER IN PERSON,REG AIR,tly outside 
7905,193176,5696,2,29,36805.93,0.06,0.05,R,F,8/18/1994,8/24/1994,8/23/1994,COLLECT COD,SHIP,express attainments cajole. slyly 
7905,104071,4072,3,1,1075.07,0.03,0.07,R,F,9/17/1994,7/26/1994,10/7/1994,DELIVER IN PERSON,REG AIR,und the furiously reg
7905,106804,6805,4,43,77864.4,0,0.07,A,F,8/26/1994,8/25/1994,9/2/1994,TAKE BACK RETURN,FOB,ep. idly final accou
7905,53460,8471,5,19,26855.74,0.08,0.05,A,F,6/22/1994,8/1/1994,7/7/1994,NONE,MAIL,ly regular ideas. fluffily even somas h
7906,61309,1310,1,26,33027.8,0.09,0,R,F,10/25/1994,12/12/1994,11/15/1994,TAKE BACK RETURN,MAIL,osits. someti
7906,13793,1297,2,29,49496.91,0.08,0.01,A,F,1/30/1995,11/28/1994,2/9/1995,NONE,AIR,s boost slyly requests. ironic ex
7906,13137,641,3,12,12601.56,0.05,0,A,F,12/26/1994,12/17/1994,12/28/1994,TAKE BACK RETURN,RAIL,"s. regular, i"
7906,184369,6888,4,42,61041.12,0.01,0.04,R,F,2/4/1995,12/5/1994,2/21/1995,DELIVER IN PERSON,TRUCK,le slyly. care
7907,486,2987,1,50,69324,0.09,0.05,N,O,10/22/1996,1/3/1997,11/9/1996,NONE,MAIL,ously even packages affix slyly a
7907,162921,2922,2,38,75388.96,0.03,0.05,N,O,11/17/1996,1/6/1997,11/20/1996,TAKE BACK RETURN,REG AIR," ironic, regu"
7907,2417,7418,3,42,55415.22,0.01,0.04,N,O,12/2/1996,11/22/1996,12/8/1996,DELIVER IN PERSON,SHIP,counts are slyly. quickly si
7907,13382,8385,4,13,16839.94,0.07,0.04,N,O,1/28/1997,11/30/1996,1/29/1997,TAKE BACK RETURN,RAIL,s accounts. slyly pe
7908,38210,714,1,28,32149.88,0.03,0.05,N,O,1/22/1997,12/19/1996,2/14/1997,TAKE BACK RETURN,MAIL,structions. theodolites af
7908,193197,8236,2,37,47737.03,0.02,0.01,N,O,11/5/1996,1/9/1997,11/20/1996,TAKE BACK RETURN,FOB,iously. slyly regular requ
7908,45740,8245,3,29,48886.46,0.03,0.03,N,O,11/6/1996,1/6/1997,11/10/1996,DELIVER IN PERSON,RAIL,lites. furiously express pl
7908,146791,6792,4,30,55133.7,0.04,0.06,N,O,2/12/1997,11/28/1996,2/13/1997,TAKE BACK RETURN,REG AIR,e carefully after the quickly iro
7908,110527,5550,5,30,46125.6,0,0.08,N,O,11/3/1996,11/14/1996,11/15/1996,DELIVER IN PERSON,RAIL,ver the closel
7908,18783,6287,6,23,39140.94,0.05,0.05,N,O,2/10/1997,12/19/1996,2/20/1997,NONE,RAIL,y final acco
7908,84119,9136,7,32,35299.52,0,0.06,N,O,11/26/1996,11/24/1996,12/25/1996,NONE,MAIL,inal reque
7909,187339,9858,1,1,1426.33,0.03,0.04,A,F,3/6/1994,3/27/1994,3/12/1994,TAKE BACK RETURN,RAIL, sleep furiously besides 
7909,2968,469,2,38,71096.48,0.03,0.08,A,F,1/21/1994,3/23/1994,1/25/1994,DELIVER IN PERSON,FOB, instructions.
7909,66989,2002,3,10,19559.8,0.01,0.05,A,F,2/11/1994,2/10/1994,3/1/1994,TAKE BACK RETURN,FOB,yly according to the ruthlessly even dolph
7910,189829,9830,1,34,65239.88,0.03,0,A,F,8/19/1993,5/24/1993,9/2/1993,COLLECT COD,TRUCK,kages. deposits ha
7910,49892,9893,2,10,18418.9,0.03,0.07,R,F,6/15/1993,6/14/1993,6/26/1993,COLLECT COD,REG AIR,s grow furiously. s
7910,134249,9276,3,41,52612.84,0.05,0.06,A,F,4/30/1993,7/4/1993,5/30/1993,NONE,RAIL,s around the fi
7910,110962,3474,4,21,41432.16,0.05,0.01,A,F,7/1/1993,7/4/1993,7/19/1993,NONE,AIR,nding theodolites. furiou
7910,128368,5905,5,43,60043.48,0.06,0,R,F,5/8/1993,6/28/1993,5/13/1993,TAKE BACK RETURN,TRUCK,e quickly al
7910,74266,6774,6,25,31006.5,0.03,0.02,A,F,7/30/1993,6/21/1993,8/9/1993,COLLECT COD,AIR,manently; carefully furious accounts
7910,183383,938,7,20,29327.6,0.04,0.05,R,F,7/19/1993,6/19/1993,8/5/1993,TAKE BACK RETURN,MAIL,"he final, pending in"
7911,116300,3834,1,5,6581.5,0.05,0.07,N,O,12/9/1997,10/14/1997,12/21/1997,COLLECT COD,REG AIR,elets. speci
7911,44395,6900,2,3,4018.17,0,0,N,O,10/23/1997,11/29/1997,11/1/1997,COLLECT COD,TRUCK,phins thrash against the final reque
7911,132626,5140,3,25,41465.5,0.04,0.02,N,O,12/20/1997,11/23/1997,12/22/1997,TAKE BACK RETURN,FOB,"r, even instructions are. requests cajol"
7911,28907,1410,4,39,71600.1,0.1,0.07,N,O,10/31/1997,11/13/1997,11/4/1997,COLLECT COD,AIR,gular requests cajole entic
7911,32228,7235,5,8,9281.76,0.02,0.07,N,O,10/1/1997,11/11/1997,10/12/1997,COLLECT COD,AIR, the carefu
7936,25003,7506,1,19,17632,0,0.03,A,F,6/21/1993,6/16/1993,7/8/1993,NONE,FOB,"osits. even,"
7936,19969,2471,2,30,56668.8,0.09,0.02,A,F,5/20/1993,6/21/1993,6/18/1993,DELIVER IN PERSON,MAIL, requests cajole sometimes aft
7936,18112,3115,3,12,12361.32,0.1,0.05,A,F,5/11/1993,6/20/1993,5/28/1993,TAKE BACK RETURN,SHIP, bold reques
7936,951,5952,4,26,48150.7,0.07,0.02,A,F,5/22/1993,5/27/1993,6/21/1993,TAKE BACK RETURN,MAIL,kly pending accounts ea
7937,110132,2644,1,14,15989.82,0.1,0.03,R,F,5/15/1993,6/25/1993,6/8/1993,TAKE BACK RETURN,AIR,atelets. blithely final excuse
7937,187862,2899,2,30,58495.8,0.06,0,R,F,7/20/1993,5/2/1993,8/17/1993,DELIVER IN PERSON,FOB,blithely according 
7938,95297,5298,1,34,43937.86,0.04,0.08,A,F,7/10/1993,4/13/1993,8/1/1993,NONE,TRUCK,e slyly express pack
7938,56200,3716,2,47,54341.4,0.09,0.04,A,F,6/9/1993,6/4/1993,7/3/1993,TAKE BACK RETURN,AIR,ly final accoun
7938,139614,9615,3,24,39686.64,0.07,0.07,A,F,5/1/1993,5/3/1993,5/18/1993,COLLECT COD,TRUCK,ts across 
7939,176350,8868,1,17,24247.95,0.08,0.03,N,O,2/26/1997,12/20/1996,3/21/1997,COLLECT COD,FOB,ress foxes wak
7939,100820,5841,2,45,81936.9,0.09,0.08,N,O,1/7/1997,1/22/1997,1/26/1997,DELIVER IN PERSON,MAIL, the instructions sleep furiously
7939,81719,6736,3,21,35714.91,0.06,0.06,N,O,11/11/1996,1/13/1997,12/8/1996,TAKE BACK RETURN,AIR,", final instructions haggle qui"
7939,50273,2779,4,18,22018.86,0.1,0.01,N,O,12/1/1996,12/4/1996,12/22/1996,DELIVER IN PERSON,RAIL, furiously pending ideas wake evenly 
7940,53922,1438,1,12,22511.04,0.03,0.01,N,O,3/28/1996,5/5/1996,4/1/1996,TAKE BACK RETURN,FOB,sly regular requests. quickly final req
7941,47695,2704,1,11,18069.59,0.04,0.07,A,F,4/16/1992,6/11/1992,5/4/1992,TAKE BACK RETURN,FOB,osits sleep packages. blithely iron
7941,1423,1424,2,48,63572.16,0.03,0.01,R,F,6/15/1992,4/24/1992,7/2/1992,TAKE BACK RETURN,FOB,e slyly stealthily final
7941,105500,8011,3,20,30110,0.08,0.08,A,F,4/7/1992,6/5/1992,4/8/1992,TAKE BACK RETURN,SHIP,fluffily final deposits hag
7942,161999,9548,1,16,32975.84,0.08,0.05,A,F,8/7/1994,7/9/1994,8/23/1994,COLLECT COD,RAIL,e carefully final pinto beans. quickly 
7942,105198,219,2,45,54143.55,0.06,0.07,R,F,5/12/1994,7/7/1994,5/18/1994,COLLECT COD,TRUCK,"luffily pending accounts. bold, even saut"
7942,50791,5802,3,3,5225.37,0.07,0.01,A,F,5/3/1994,5/22/1994,5/28/1994,DELIVER IN PERSON,MAIL,use slyly even r
7942,36715,9219,4,9,14865.39,0,0.04,R,F,8/5/1994,7/13/1994,8/30/1994,NONE,MAIL,bold dolphins al
7942,65364,5365,5,12,15952.32,0.08,0.02,R,F,8/10/1994,7/19/1994,8/27/1994,TAKE BACK RETURN,AIR,"e against the bold, regu"
7943,193745,1303,1,26,47807.24,0,0.01,N,O,9/26/1996,11/20/1996,10/25/1996,COLLECT COD,MAIL,le quickly inside the 
7968,171235,1236,1,44,57474.12,0.02,0.02,R,F,12/14/1993,10/20/1993,12/16/1993,COLLECT COD,FOB," packages. quick, regular accoun"
7968,143743,6258,2,28,50028.72,0.08,0.06,A,F,1/10/1994,10/25/1993,2/9/1994,NONE,FOB,e along the carefully regular requests. 
7968,75933,8441,3,23,43905.39,0.03,0.02,R,F,10/20/1993,10/25/1993,11/12/1993,NONE,RAIL, quickly even accounts! asymptotes around
7968,641,3142,4,22,33916.08,0.04,0.07,A,F,12/25/1993,11/1/1993,1/24/1994,TAKE BACK RETURN,TRUCK,eep quickly. even accounts sleep thinly a
7968,167028,9545,5,34,37230.68,0.08,0.02,A,F,10/16/1993,10/29/1993,10/19/1993,NONE,MAIL,es boost. carefully blithe depos
7969,48272,5785,1,28,34167.56,0.1,0.05,N,O,11/2/1998,9/7/1998,11/17/1998,TAKE BACK RETURN,FOB,es haggle slyly alongside of the furiously
7969,107450,9961,2,49,71415.05,0.03,0.05,N,O,9/17/1998,9/23/1998,10/1/1998,DELIVER IN PERSON,FOB,"in the final, unusual pinto beans."
7969,97914,7915,3,5,9559.55,0.05,0.05,N,O,8/4/1998,10/6/1998,8/14/1998,DELIVER IN PERSON,REG AIR,equests. carefully ironic foxes boost
7969,28586,8587,4,34,51495.72,0.04,0.04,N,O,10/15/1998,9/13/1998,10/28/1998,DELIVER IN PERSON,AIR, according to the
7969,44764,9773,5,6,10252.56,0.05,0,N,O,9/5/1998,9/27/1998,9/13/1998,COLLECT COD,RAIL,into beans use blithely before the q
7969,135336,5337,6,6,8227.98,0.07,0.08,N,O,8/21/1998,9/20/1998,9/3/1998,COLLECT COD,SHIP,es must have to wake. special acco
7970,74281,6789,1,26,32637.28,0.04,0.01,N,O,11/26/1996,12/22/1996,12/20/1996,DELIVER IN PERSON,SHIP,ly blithel
7970,25343,2850,2,36,45660.24,0,0.03,N,O,1/6/1997,11/16/1996,2/2/1997,DELIVER IN PERSON,MAIL,hrough the car
7971,81144,1145,1,44,49506.16,0.09,0.04,R,F,7/19/1994,7/7/1994,8/12/1994,TAKE BACK RETURN,TRUCK,quests: blithely i
7971,173806,1358,2,27,50754.6,0.05,0.01,R,F,8/5/1994,8/6/1994,9/3/1994,COLLECT COD,MAIL,ts. carefully final accounts cajole 
7971,152686,232,3,19,33034.92,0.07,0.08,A,F,9/28/1994,8/10/1994,10/25/1994,COLLECT COD,FOB,hlessly regular packages. ironic ideas u
7972,68681,8682,1,8,13197.44,0.01,0.05,N,O,7/13/1998,7/10/1998,8/5/1998,COLLECT COD,FOB,iously final waters may d
7972,121076,8613,2,11,12067.77,0.03,0,N,O,9/11/1998,7/22/1998,10/4/1998,COLLECT COD,AIR, slyly carefully silen
7972,121310,6335,3,2,2662.62,0.07,0,N,O,8/12/1998,8/11/1998,8/22/1998,DELIVER IN PERSON,RAIL,"n, ironic packages wake furiously against t"
7972,42220,7229,4,44,51137.68,0.02,0,N,O,5/28/1998,7/27/1998,5/29/1998,COLLECT COD,SHIP,er the iro
7972,190396,397,5,47,69860.33,0.08,0.03,N,O,8/16/1998,8/10/1998,9/4/1998,DELIVER IN PERSON,REG AIR,"l, regular requests are slow"
