o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
37956,121810,O,24270.16,7/25/1997,5-LOW,Clerk#000000461,0,thin accounts nag furiously according to the pending deposits. furious
37957,55787,F,164421.59,11/6/1993,4-NOT SPECIFIED,Clerk#000000989,0,ttainments. blithely ironic foxes thrash slyly. dependencies nag furious
37958,102286,O,190563.93,11/10/1997,1-URGENT,Clerk#000000324,0,y across the regular pinto beans. carefully even a
37959,101158,F,158834.34,10/17/1993,5-LOW,Clerk#000000516,0,"y special braids. bold, ironic depos"
37984,37394,F,39720.84,4/17/1993,3-MEDIUM,Clerk#000000009,0,ar packages sleep. blithel
37985,121303,O,123495.45,11/27/1996,5-LOW,Clerk#000000644,0,efully silent requests cajole furiously. blithely final deposits a
37986,63745,F,152303.59,2/27/1992,1-URGENT,Clerk#000000857,0,", bold packages. dependencies are quickly"
37987,29221,F,124345.85,7/4/1994,2-HIGH,Clerk#000000867,0,kly. quickly ironic theodolites haggle even ideas; quickly final d
37988,143659,F,38243.42,4/6/1995,4-NOT SPECIFIED,Clerk#000000842,0,ly final deposits sleep slyly ironic
37989,75739,O,23477.33,11/14/1996,4-NOT SPECIFIED,Clerk#000000344,0,"deposits. deposits cajole slyly ironic, final dinos. final, unusual pinto "
37990,43270,F,271610.48,4/17/1993,5-LOW,Clerk#000000001,0,furiously even dependencies breach carefully. slyly final ideas promi
37991,34529,F,80842.37,2/22/1995,4-NOT SPECIFIED,Clerk#000000460,0,blithely against the ironic decoys. final platelets wake sly
38016,117473,O,205847.06,8/26/1997,1-URGENT,Clerk#000000177,0,"equests haggle fluffily according to the final, final packa"
38017,55565,F,222152.8,7/21/1993,5-LOW,Clerk#000000090,0, accounts mold. blithely ironic dependencies cajole among the slyl
38018,123332,F,142987.07,7/4/1994,5-LOW,Clerk#000000684,0,the carefully pending pinto beans. blithely unusual courts around the 
38019,136888,O,166054.71,6/24/1998,4-NOT SPECIFIED,Clerk#000000898,0,ultipliers sleep blithe
38020,112240,O,12865.41,4/10/1998,3-MEDIUM,Clerk#000000165,0,s cajole quickly regula
38021,10648,F,146809.95,1/22/1994,3-MEDIUM,Clerk#000000672,0,manently regular deposits. furiously even deposits use blithely quickly unu
38022,5891,O,265050.39,3/3/1998,4-NOT SPECIFIED,Clerk#000000650,0, regular packages haggle beside the furiously regular foxes. slyly f
38023,2458,O,248607.47,8/4/1996,1-URGENT,Clerk#000000589,0,ly according to the even foxes. quickly silent accounts wake 
38048,58762,F,71953.43,1/25/1993,2-HIGH,Clerk#000000080,0,bold accounts. furiously regular excu
38049,140911,F,4659.14,6/14/1992,4-NOT SPECIFIED,Clerk#000000639,0,sly carefully pending instructions. requests sleep according to th
38050,75851,F,145100.66,10/27/1993,4-NOT SPECIFIED,Clerk#000000880,0,nts use furiously among the slyly special foxes. ironic deposits hag
38051,117125,O,174589.72,4/1/1997,4-NOT SPECIFIED,Clerk#000000426,0,pinto beans. fluffily even instruction
38052,60107,F,41390.6,2/16/1992,5-LOW,Clerk#000000554,0,quickly final asymptotes. dol
38053,103018,O,30282.26,5/25/1997,4-NOT SPECIFIED,Clerk#000000818,0,s above the bold packages slee
38054,99880,F,4213.98,4/9/1995,2-HIGH,Clerk#000000888,0,y among the furiously even dug
38055,3920,F,96745.21,9/11/1994,4-NOT SPECIFIED,Clerk#000000347,0,ges are blithely even requests. quickly final decoys about the sly
38080,23588,F,250388.98,9/15/1994,4-NOT SPECIFIED,Clerk#000000388,0,onic deposits sleep. quickly even notornis after the final packages must ha
38081,127078,O,131846.53,4/2/1997,1-URGENT,Clerk#000000132,0,s print blithely against 
38082,69682,O,201949.86,7/21/1997,4-NOT SPECIFIED,Clerk#000000579,0,thely regular requests wake. slyly final foxes haggle slyly about t
38083,73501,O,118674.42,5/4/1998,1-URGENT,Clerk#000000063,0,ve the carefully regular accounts haggle ca
38084,80290,F,96604.81,3/21/1994,4-NOT SPECIFIED,Clerk#000000441,0,ely unusual accounts. ironically regular fox
38085,28396,O,68662.4,5/22/1997,4-NOT SPECIFIED,Clerk#000000025,0, doggedly even packages. fluffily eve
38086,95839,F,92845,2/26/1992,5-LOW,Clerk#000000532,0,unts wake about the pending gifts. fluffily special requests 
38087,37579,F,164534.22,2/22/1994,1-URGENT,Clerk#000000818,0,ly against the carefully
38112,60505,O,287686.34,1/29/1998,1-URGENT,Clerk#000000977,0,#NAME?
38113,41174,O,276522.52,12/29/1997,5-LOW,Clerk#000000226,0,ke slyly across the furiously pending accounts
38114,46303,O,35242.04,7/13/1997,5-LOW,Clerk#000000422,0,"lar, bold frays sleep boldly! ironic instructions"
38115,139513,O,266544.91,11/20/1997,1-URGENT,Clerk#000000245,0,d fluffily above the fluffy instructions; Tiresias integrate
38116,117943,O,198429.73,12/11/1995,1-URGENT,Clerk#000000493,0,arefully platelets. furiously regular somas use: b
38117,212,F,141619.73,4/21/1993,5-LOW,Clerk#000000571,0,"ly even accounts. special, "
38118,103717,O,84958.61,4/19/1995,4-NOT SPECIFIED,Clerk#000000052,0,"ackages. regular, even platelets cajole quickly furiously i"
38119,147694,F,135883.61,3/23/1994,2-HIGH,Clerk#000000290,0,ages boost quickly platelets; furiously
38144,80848,O,83504.27,4/17/1998,1-URGENT,Clerk#000000852,0,s. slyly bold pinto be
38145,86078,F,202299.34,9/13/1994,4-NOT SPECIFIED,Clerk#000000621,0, are above the blithe
38146,103109,O,78879.85,12/8/1995,5-LOW,Clerk#000000868,0,ons. slyly final instructions are fluffily fluffily 
38147,138257,F,170893.36,1/13/1992,2-HIGH,Clerk#000000835,0,nic attainments. blithely
38148,25363,O,260484.39,6/14/1996,5-LOW,Clerk#000000166,0,ong the express theodolites. instructions along
38149,112558,O,19068.29,1/25/1998,4-NOT SPECIFIED,Clerk#000000744,0,t. express courts cajole slyly furiously even pearls. slyly f
38150,79351,O,82258.39,2/7/1998,3-MEDIUM,Clerk#000000808,0,ackages. express ideas use. foxes cajole slyly even packages! dependencies 
38151,135914,O,81530.67,12/28/1997,1-URGENT,Clerk#000000813,0,sly even accounts use. furious
38176,96575,F,199881.55,8/16/1993,2-HIGH,Clerk#000000999,0,d requests sleep slyly packages. bold asymptotes boost f
38177,132358,O,73261.14,7/22/1998,3-MEDIUM,Clerk#000000224,0,ses detect along the fluffily unusual dependencies. 
38178,19228,F,132235.8,8/30/1992,3-MEDIUM,Clerk#000000720,0,"e at the ironic, even ideas. carefully final i"
38179,40942,O,72696.46,10/12/1997,5-LOW,Clerk#000000379,0,for the carefully ironic r
38180,47894,F,164812.57,8/20/1994,3-MEDIUM,Clerk#000000430,0,regular requests sleep special pa
38181,51938,O,148784.36,5/4/1997,1-URGENT,Clerk#000000221,0,cross the slyly ironic courts. furiously unusual excuses boost car
38182,65254,F,72534.61,5/23/1992,2-HIGH,Clerk#000000652,0,"oost across the even, final asymptotes. furi"
38183,61564,O,222535.59,1/26/1998,2-HIGH,Clerk#000000417,0,"hely bold, final deposits. sauternes integrate slyly among"
38208,2831,O,173955.71,3/24/1996,5-LOW,Clerk#000000315,0,osits? even asymptotes sleep a
38209,21370,F,28193.4,8/16/1994,3-MEDIUM,Clerk#000000510,0,uriously silent dolphins are blithely: slyly ironic packages alo
38210,47680,F,297879.39,12/13/1993,5-LOW,Clerk#000000695,0,elieve closely regular excuses. furio
38211,42116,O,364372.58,5/2/1996,5-LOW,Clerk#000000160,0, deposits wake after the carefully regular dependencies. deposits n
38212,129734,P,299689.26,4/5/1995,3-MEDIUM,Clerk#000000470,0,nal foxes engage carefully along
38213,33943,O,314449.53,10/6/1996,4-NOT SPECIFIED,Clerk#000000508,0,"nusual accounts nag carefully unusual, special dolphins. theodolites use ag"
38214,26890,O,176963.86,10/9/1996,4-NOT SPECIFIED,Clerk#000000712,0,final sauternes boost blithely. car
38215,136576,F,214534.17,1/3/1993,1-URGENT,Clerk#000000401,0,"tions affix along the fluffily pending ideas. unusual, unu"
38240,101965,F,108534.72,12/20/1994,2-HIGH,Clerk#000000800,0,ter the furiously express 
38241,106252,F,83778.02,11/22/1994,5-LOW,Clerk#000000443,0, sleep carefully up the ironic de
38242,19966,F,331162.34,4/19/1992,1-URGENT,Clerk#000000347,0,ve along the carefully final asy
38243,12625,F,145785.57,8/24/1994,3-MEDIUM,Clerk#000000814,0,"carefully. final, unusual deposits try to haggle ruthlessly regu"
38244,74341,O,152608.63,6/4/1997,3-MEDIUM,Clerk#000000209,0,s. even instructions cajole 
38245,82781,F,48902.92,4/29/1993,3-MEDIUM,Clerk#000000205,0, carefully regular asymptotes cajole ca
38246,49607,O,103742.7,8/26/1996,5-LOW,Clerk#000000636,0,y. packages would poach slyly. blithe
38247,38008,O,46205.7,9/5/1997,1-URGENT,Clerk#000000597,0,ons across the unusual platelets haggle quickly
38272,83293,O,161879.92,11/16/1995,1-URGENT,Clerk#000000527,0,ial requests. accounts wake thinly. 
38273,100942,F,115655.68,1/9/1993,3-MEDIUM,Clerk#000000884,0,ng the blithely ironic deposits cajole slyly about the carefully re
38274,28202,O,237981.32,6/11/1995,2-HIGH,Clerk#000000702,0,ts lose blithely along the decoys. ironic warhorses affix against 
38275,131152,O,255851.14,12/23/1996,3-MEDIUM,Clerk#000000540,0, slyly unusual theodolites. carefully unu
38276,131,O,208889.29,3/13/1996,5-LOW,Clerk#000000353,0,jole according to the blithely final 
38277,97549,F,15539.64,1/20/1992,1-URGENT,Clerk#000000511,0,e across the furiously regular dolphins. accounts 
38278,123266,O,13060.14,8/16/1995,2-HIGH,Clerk#000000073,0, packages haggle carefully carefully ironic pinto beans. pack
38279,67187,F,207387.87,4/30/1992,3-MEDIUM,Clerk#000000237,0,iously. special asymptotes detect quick
38304,146851,P,68429.68,3/23/1995,2-HIGH,Clerk#000000683,0,egular deposits x-ray. unusual re
38305,7315,P,125293.97,5/1/1995,1-URGENT,Clerk#000000970,0,regular excuses unwin
38306,63481,O,204645.07,7/9/1996,4-NOT SPECIFIED,Clerk#000000448,0,eas. blithely regular notornis haggle quickly among 
38307,92528,O,107351.39,1/19/1998,2-HIGH,Clerk#000000538,0,ifts-- permanently ironic deposits haggle quic
38308,60631,O,197953.74,8/26/1996,1-URGENT,Clerk#000000692,0,"nside the accounts sleep carefully slyly regular packages. final, silent depos"
38309,73519,O,276195.73,5/14/1996,4-NOT SPECIFIED,Clerk#000000205,0,press accounts integrate blithely above the s
38310,78254,F,82861.34,4/15/1992,2-HIGH,Clerk#000000501,0,en requests according to the packages wake express deposits. final c
38311,8759,P,149058.99,4/24/1995,3-MEDIUM,Clerk#000000160,0, bold ideas. carefully ironic deposits about the sly
38336,50543,F,181317.61,10/6/1992,1-URGENT,Clerk#000000939,0,hely special accounts print b
38337,23671,F,224203.59,11/1/1993,3-MEDIUM,Clerk#000000691,0,r the blithely final packages wake along the regularly final accounts-
38338,18214,O,120950.11,3/25/1998,1-URGENT,Clerk#000000168,0,"eposits. bold, special "
38339,111524,O,136296.14,9/2/1996,2-HIGH,Clerk#000000376,0,ions are blithely. ironic deposits snooze quick
38340,119522,F,109790.5,1/21/1994,1-URGENT,Clerk#000000263,0,ly blithely ironic dolphins? Tiresias haggle carefully final foxes? 
38341,141241,F,76090.1,5/19/1994,3-MEDIUM,Clerk#000000241,0,the quickly ironic deposits! furiously s
38342,54847,O,230368.84,5/4/1995,3-MEDIUM,Clerk#000000649,0,"regular, even packages. accounts haggle busily. carefully unusual tithes"
38343,41209,O,57843.45,9/22/1995,3-MEDIUM,Clerk#000000473,0,"out the regular, regular ideas serve slyly special "
38368,18110,F,28809.4,2/14/1994,1-URGENT,Clerk#000000218,0,equests are: carefully reg
38369,13928,F,115653.29,1/13/1993,4-NOT SPECIFIED,Clerk#000000726,0,ld packages. slyly even dependencies are
38370,77311,P,256094.08,4/4/1995,2-HIGH,Clerk#000000632,0, slyly regular theodolites are fu
38371,58555,F,51387.31,11/9/1994,4-NOT SPECIFIED,Clerk#000000998,0,usly even attainments maintain-
38372,133786,F,164754.51,5/16/1993,2-HIGH,Clerk#000000392,0,s boost blithely carefully express
38373,28078,O,245817.12,10/10/1997,2-HIGH,Clerk#000000979,0,ully express asymptotes abov
38374,140483,P,245944.14,5/19/1995,3-MEDIUM,Clerk#000000130,0, instructions are. idly pending pinto beans haggle! 
38375,96362,O,20853.02,5/19/1996,3-MEDIUM,Clerk#000000176,0,ic pinto beans kindle carefully ironic theodolites; deposit
38400,3323,F,175359.72,12/15/1994,4-NOT SPECIFIED,Clerk#000000883,0,al platelets. quickly special requests affix. ac
38401,40213,O,95535.34,7/3/1998,2-HIGH,Clerk#000000186,0,ckly regular ideas haggle above 
38402,89098,O,273150.87,9/12/1996,2-HIGH,Clerk#000000027,0,enticing deposits. b
38403,5708,P,143769.52,5/22/1995,5-LOW,Clerk#000000107,0,ost slyly ironic dependencies. furiously regu
38404,70180,F,6589.53,1/19/1994,2-HIGH,Clerk#000000058,0,nts x-ray regular accounts. instruct
38405,33082,F,389096.65,7/16/1993,3-MEDIUM,Clerk#000000431,0,egular accounts. furiously final theodolites int
38406,94516,F,201650.04,12/3/1993,3-MEDIUM,Clerk#000000449,0,lly bold platelets sleep slyly iron
38407,28973,O,93700.12,10/8/1997,4-NOT SPECIFIED,Clerk#000000985,0, accounts. unusual pinto beans are blithel
38432,34183,O,134458.66,11/1/1996,4-NOT SPECIFIED,Clerk#000000934,0,nes boost. express waters cajole blithely after th
38433,133513,F,103022.92,5/17/1994,3-MEDIUM,Clerk#000000380,0,accounts wake. blithely express pa
38434,97145,F,151971.19,5/10/1994,2-HIGH,Clerk#000000319,0,ly express foxes wake carefully. carefully final req
38435,109444,O,13650.65,10/14/1997,5-LOW,Clerk#000000645,0,eposits was. ideas cajole regular asymptotes. accounts are f
38436,100274,F,139132.81,9/29/1992,2-HIGH,Clerk#000000227,0,boost furiously! slyly expre
38437,43444,F,109857.06,5/9/1992,1-URGENT,Clerk#000000040,0,inal accounts. fluffily pending asymptotes doubt fluffily alongside of the
38438,87619,P,214420.87,6/1/1995,1-URGENT,Clerk#000000931,0,e carefully against the excuses. regular foxes wake furiously. regu
38439,43417,F,93887.29,1/14/1995,3-MEDIUM,Clerk#000000122,0,the requests. slyly iron
38464,89185,F,77842.16,11/19/1993,5-LOW,Clerk#000000031,0,e the blithely close excuses. furiously bold deposits sleep 
38465,104386,F,51253.52,3/13/1992,3-MEDIUM,Clerk#000000708,0,"ets are. special, ironic in"
38466,140993,O,180915.08,8/18/1995,1-URGENT,Clerk#000000839,0,"carefully. ironic, express requests wake. accounts unwind furiously according"
38467,114991,O,132830.25,5/22/1996,3-MEDIUM,Clerk#000000342,0,eep carefully across the asymptotes-- slyly final sentiments
38468,47101,O,38353.66,10/7/1995,4-NOT SPECIFIED,Clerk#000000805,0,ously regular ideas detect. slyly ironic instructions haggle sil
38469,63430,O,70917.12,9/27/1996,1-URGENT,Clerk#000000716,0, final dolphins among the
38470,139385,F,222418.23,7/19/1993,1-URGENT,Clerk#000000993,0,"y even deposits according to the express,"
38471,90769,O,242140.22,5/8/1997,3-MEDIUM,Clerk#000000765,0,affix carefully pending theodolites
38496,31853,F,285359.82,2/21/1993,1-URGENT,Clerk#000000548,0,ges. carefully regular ide
38497,686,F,73524.59,10/4/1993,3-MEDIUM,Clerk#000000874,0,uctions. daringly regular excuses according to the regular asymptotes nag
38498,118168,F,120812.46,4/28/1992,1-URGENT,Clerk#000000104,0, final platelets. finally regular dependencies along the
38499,33341,O,34169.22,11/9/1997,3-MEDIUM,Clerk#000000330,0,en accounts haggle. quickly silent patterns wake caref
38500,98863,F,62527.37,2/14/1992,1-URGENT,Clerk#000000882,0,gular foxes cajole quickly. carefully unusual 
38501,24010,F,103404.16,4/29/1994,1-URGENT,Clerk#000000666,0,egular asymptotes aroun
38502,9445,O,162793.8,9/23/1997,4-NOT SPECIFIED,Clerk#000000354,0,ggle slyly across the
38503,15301,F,133889.26,5/6/1994,5-LOW,Clerk#000000775,0,r dependencies haggle flu
38528,59150,O,304049.12,12/21/1995,1-URGENT,Clerk#000000747,0,ding ideas. requests haggle carefully furio
38529,75398,F,344757.48,2/3/1994,5-LOW,Clerk#000000524,0,g the furiously busy packages boost across the
38530,147535,P,354262.29,4/18/1995,1-URGENT,Clerk#000000220,0,uriously even foxes. inst
38531,105556,O,168669.63,12/6/1995,5-LOW,Clerk#000000147,0,even requests use. fluffily special somas detect. instructi
38532,27919,F,198690.95,7/18/1992,2-HIGH,Clerk#000000093,0,nic waters integrat
38533,21361,O,270066.68,2/14/1997,4-NOT SPECIFIED,Clerk#000000392,0,inally express ideas. deposits sleep carefully across the furiously idle pint
38534,53134,O,229380.11,12/26/1996,2-HIGH,Clerk#000000894,0,"s. blithely ironic dolphins sleep. bold, permanent requests across the ev"
38535,64130,F,12897.84,8/10/1992,2-HIGH,Clerk#000000398,0,es according to the furiously stealthy foxes snooze doggedly fi
38560,67258,O,212425.44,2/7/1996,4-NOT SPECIFIED,Clerk#000000286,0,lyly final requests boost quickly fluffily even foxes. quickly ent
38561,1724,O,106348.12,8/31/1995,1-URGENT,Clerk#000000720,0, express requests. carefully even instructio
38562,22144,F,91427.86,12/30/1993,2-HIGH,Clerk#000000657,0,ress sheaves. furiously special accounts nag. fur
38563,18415,F,149029.31,7/6/1992,3-MEDIUM,Clerk#000000864,0,structions sublate blithely. even requests detect blithely. pi
38564,32596,F,245657.81,11/3/1994,1-URGENT,Clerk#000000279,0,usly even deposits serve blithely carefully regular packages
38565,19853,F,255554.44,3/26/1994,1-URGENT,Clerk#000000074,0,? carefully pending ideas wake slyly. carefully even packages boost closel
38566,60682,O,50704.65,1/4/1996,5-LOW,Clerk#000000971,0,arefully final depos
38567,22795,O,139300.78,5/14/1997,5-LOW,Clerk#000000780,0,the regular instructions. ironic ideas across 
38592,5296,O,48482.28,3/21/1997,2-HIGH,Clerk#000000015,0,arefully ironic accounts engage platelets. nev
38593,55835,O,68478.95,12/10/1996,5-LOW,Clerk#000000729,0,the bold deposits. unusual pinto
38594,9082,F,166171.85,12/2/1994,3-MEDIUM,Clerk#000000575,0,e the blithely express excu
38595,73970,O,39636.52,12/23/1996,3-MEDIUM,Clerk#000000127,0,above the regular requests-- furiously ironic deposits hinder sl
38596,147683,F,54759.59,4/3/1993,3-MEDIUM,Clerk#000000552,0,special packages use according t
38597,41587,F,158291.74,2/5/1992,1-URGENT,Clerk#000000417,0,ackages sleep fluffily acro
38598,86671,F,207267.58,8/16/1994,5-LOW,Clerk#000000862,0, cajole carefully blithely dogged requests. fu
38599,2965,F,92326.67,10/27/1994,2-HIGH,Clerk#000000266,0,s. quickly ironic accounts wake quick
38624,27307,O,211464.83,2/16/1998,4-NOT SPECIFIED,Clerk#000000305,0,"ly regular requests boost among the ironic, ironic theodolit"
38625,84922,F,194086.92,11/18/1993,4-NOT SPECIFIED,Clerk#000000293,0,ests believe blithely final deposits. 
38626,3929,O,162298.17,4/16/1997,2-HIGH,Clerk#000000721,0,y regular requests against the accounts breach slowly above the carefully e
